CH2O,CHO,CO,CO2,CH4,H2,H2O,CH3OH,HOCO,O2,O3,O,O(1D),N2O,NO,NO2,NO3,N2O5,H,OH,HO2,COS,SO2,H2SO4,CS2,H2S,CH3SCH3,SO3,SO,SO4,H2O2,CH3,CH3O2,CH3OOH,HNO3,S,S2,S3,S4,S8,CH2,CH,CH3O,CH2OH,NH3,NH2,NH,N,N2H4,N2H3
0.38725374E+004,0.38829660E+000,0.27771916E+012,0.48600000E+011,0.15288484E+007,0.84786085E+009,0.29953436E-003,0.19231281E+000,0.79440863E-007,0.88249825E+007,0.12241839E+000,0.24969018E+012,0.21623841E-004,0.11216131E-020,0.84264489E-001,0.72563327E-009,0.50170366E-027,0.48879762E-051,0.36614079E+008,0.11781061E+001,0.73238741E-005,0.61767799E-039,0.10932066E-007,0.24817736E-004,0.62575453E-111,0.41069263E-030,0.37689939E-067,0.57540787E-014,0.13230429E-001,0.79489141E-013,0.32583859E-014,0.34410850E+001,0.24512221E+004,0.21548465E-008,0.75190111E-023,0.77539478E+001,0.45248282E-018,0.44382727E-006,0.28292272E-002,0.90264076E-016,0.19829485E-029,0.14495053E-022,0.38711301E+003,0.28932923E-006,0.24778603E-074,0.40547088E-067,0.48165076E-045,0.28038588E-033,0.97208741E-148,0.71541006E-143
0.35214072E+004,0.33862400E+000,0.20106194E+012,0.34400000E+011,0.10308386E+007,0.57208360E+009,0.18071273E-003,0.14525087E+000,0.49430186E-007,0.41243994E+007,0.30291252E-001,0.18120420E+012,0.75229599E-005,0.54351416E-021,0.59711505E-001,0.50383164E-009,0.29924851E-027,0.14947231E-051,0.24836192E+008,0.98926867E+000,0.24899866E-005,0.27109055E-039,0.73590636E-008,0.16871153E-004,0.23955686E-111,0.23789519E-030,0.33673249E-067,0.23424365E-014,0.44567949E-002,0.17821737E-013,0.17147905E-014,0.32849434E+001,0.17369607E+004,0.68670214E-009,0.33243926E-023,0.54995221E+001,0.22493544E-018,0.31450490E-006,0.20048471E-002,0.47771536E-016,0.22033411E-029,0.13727768E-022,0.36275825E+003,0.19245674E-006,0.67769839E-075,0.22021069E-067,0.22606376E-045,0.19868104E-033,0.22489180E-148,0.41573949E-143
0.31903076E+004,0.30581322E+000,0.15808693E+012,0.26300000E+011,0.75336641E+006,0.41313488E+009,0.12034590E-003,0.11745113E+000,0.34463505E-007,0.20891012E+007,0.93915573E-002,0.14280724E+012,0.30291870E-005,0.28399687E-021,0.45951762E-001,0.37899584E-009,0.19210410E-027,0.56283145E-052,0.18029236E+008,0.86672224E+000,0.10027238E-005,0.14020865E-039,0.54058719E-008,0.12436325E-004,0.11036456E-111,0.14909599E-030,0.30794227E-067,0.11554829E-014,0.17306845E-002,0.39569248E-014,0.10156421E-014,0.30904195E+001,0.13366843E+004,0.23727166E-009,0.17008668E-023,0.42339280E+001,0.13098810E-018,0.24203131E-006,0.15428560E-002,0.27812304E-016,0.24393723E-029,0.13363879E-022,0.35060063E+003,0.14590151E-006,0.22628100E-075,0.13354035E-067,0.12331611E-045,0.15289432E-033,0.63880542E-149,0.27254713E-143
0.28967250E+004,0.28528094E+000,0.13443405E+012,0.21900000E+011,0.59698464E+006,0.31881432E+009,0.88994215E-004,0.10142683E+000,0.26897733E-007,0.11778746E+007,0.37506015E-002,0.12170024E+012,0.14550094E-005,0.16105754E-021,0.38298537E-001,0.30852829E-009,0.13633181E-027,0.26967453E-052,0.13982031E+008,0.79497049E+000,0.48334680E-006,0.87992858E-040,0.43160801E-008,0.99392858E-005,0.63619289E-112,0.10207509E-030,0.28850493E-067,0.70953203E-015,0.80574560E-003,0.86672380E-015,0.69451734E-015,0.28770673E+001,0.11140493E+004,0.90679075E-010,0.10360972E-023,0.35294083E+001,0.89036977E-019,0.20172122E-006,0.12858947E-002,0.17786682E-016,0.27261529E-029,0.13601798E-022,0.34791260E+003,0.12600423E-006,0.96953071E-076,0.90850258E-068,0.77950127E-046,0.12742792E-033,0.23854503E-149,0.19991089E-143
0.25566227E+004,0.25963127E+000,0.11443602E+012,0.18300000E+011,0.47594214E+006,0.24350289E+009,0.66509133E-004,0.86763889E-001,0.20473989E-007,0.68908624E+006,0.15663557E-002,0.10379138E+012,0.72850221E-006,0.92350441E-022,0.32016739E-001,0.25244213E-009,0.98292820E-028,0.13331156E-052,0.10728525E+008,0.70987981E+000,0.24548025E-006,0.56630924E-040,0.34683625E-008,0.79890321E-005,0.37395161E-112,0.67891969E-031,0.27184163E-067,0.47141043E-015,0.39447601E-003,0.17846982E-015,0.47582052E-015,0.26916795E+001,0.93131289E+003,0.36024559E-010,0.64183639E-024,0.29507875E+001,0.61019934E-019,0.16863452E-006,0.10749799E-002,0.11679389E-016,0.31097607E-029,0.13970393E-022,0.33264742E+003,0.10779698E-006,0.41464444E-076,0.59816056E-068,0.49013274E-046,0.10652573E-033,0.87956014E-150,0.15144169E-143
0.23587731E+004,0.25156558E+000,0.10617125E+012,0.16600000E+011,0.41645937E+006,0.20067114E+009,0.55728201E-004,0.80299515E-001,0.18232282E-007,0.46106347E+006,0.87684123E-003,0.96449264E+011,0.44880957E-006,0.58482305E-022,0.29242518E-001,0.22585373E-009,0.79967282E-028,0.86694582E-053,0.88791773E+007,0.68876006E+000,0.15125919E-006,0.44158764E-040,0.30583789E-008,0.70434002E-005,0.28048438E-112,0.51650091E-031,0.26292072E-067,0.37377366E-015,0.23825494E-003,0.36281524E-016,0.39185227E-015,0.25039633E+001,0.85060961E+003,0.16282393E-010,0.48704333E-024,0.26952268E+001,0.49747785E-019,0.15402250E-006,0.98183384E-003,0.84731818E-017,0.35809119E-029,0.15031645E-022,0.33647282E+003,0.10642684E-006,0.23583946E-076,0.46396185E-068,0.36413580E-046,0.97294538E-034,0.45462132E-150,0.12840134E-143
0.21719448E+004,0.24355029E+000,0.97927507E+011,0.15100000E+011,0.36565494E+006,0.16320283E+009,0.46795411E-004,0.73470551E-001,0.16109782E-007,0.32016470E+006,0.50611270E-003,0.89074992E+011,0.28584470E-006,0.38017937E-022,0.26627765E-001,0.20206301E-009,0.65838099E-028,0.57096819E-053,0.72483664E+007,0.66701811E+000,0.98131118E-007,0.34216524E-040,0.27035900E-008,0.62245652E-005,0.20889175E-112,0.38865444E-031,0.25645459E-067,0.30314613E-015,0.14982774E-003,0.68912808E-017,0.32361207E-015,0.23518431E+001,0.77454730E+003,0.78761177E-011,0.37189469E-024,0.24542973E+001,0.40440803E-019,0.14025040E-006,0.89404205E-003,0.62480786E-017,0.42572957E-029,0.16563654E-022,0.33115962E+003,0.10380593E-006,0.13356988E-076,0.35653646E-068,0.26687062E-046,0.88594307E-034,0.23708181E-150,0.11108933E-143
0.18800751E+004,0.21923616E+000,0.82610949E+011,0.12600000E+011,0.29563040E+006,0.11944103E+009,0.35372911E-004,0.61220972E-001,0.11976154E-007,0.20594276E+006,0.23084741E-003,0.75223564E+011,0.15645475E-006,0.23120539E-022,0.22221064E-001,0.16625751E-009,0.49065100E-028,0.29535943E-053,0.53227402E+007,0.58625021E+000,0.58252779E-007,0.21791301E-040,0.21990424E-008,0.50615361E-005,0.12107433E-112,0.24698195E-031,0.24699964E-067,0.22198513E-015,0.81649532E-004,0.11650790E-017,0.22534184E-015,0.22518366E+001,0.64636273E+003,0.36868238E-011,0.23636476E-024,0.20481725E+001,0.27840403E-019,0.11703998E-006,0.74608462E-003,0.43358222E-017,0.53149062E-029,0.17993165E-022,0.29467218E+003,0.86506525E-007,0.54863432E-077,0.22478390E-068,0.16162448E-046,0.73932287E-034,0.85190326E-151,0.89568250E-144
0.17450897E+004,0.21425515E+000,0.76128041E+011,0.11500000E+011,0.26258382E+006,0.93241139E+008,0.29727209E-004,0.55604014E-001,0.10655009E-007,0.14806361E+006,0.13772683E-003,0.69382708E+011,0.10266477E-006,0.15550904E-022,0.20289982E-001,0.14971792E-009,0.40627630E-028,0.19664326E-053,0.41685785E+007,0.57243680E+000,0.40631691E-007,0.16152123E-040,0.19637866E-008,0.45186670E-005,0.87479826E-113,0.17968596E-031,0.24365091E-067,0.18537170E-015,0.53057893E-004,0.19363844E-018,0.18768365E-015,0.21420450E+001,0.59018979E+003,0.19646998E-011,0.18147140E-024,0.18702014E+001,0.22848536E-019,0.10686883E-006,0.68124747E-003,0.33184463E-017,0.67489595E-029,0.20332357E-022,0.28354656E+003,0.83701328E-007,0.28424838E-077,0.16841969E-068,0.11440977E-046,0.67507123E-034,0.40789384E-151,0.79866071E-144
0.16141891E+004,0.20876771E+000,0.70027025E+011,0.10500000E+011,0.23444596E+006,0.70862289E+008,0.25148934E-004,0.50392237E-001,0.94412086E-008,0.10903566E+006,0.84373795E-004,0.63867493E+011,0.69151567E-007,0.10739430E-022,0.18528020E-001,0.13509576E-009,0.34495604E-028,0.13536796E-053,0.31774218E+007,0.55694808E+000,0.29418266E-007,0.11886350E-040,0.17612553E-008,0.40514232E-005,0.63037051E-113,0.12820519E-031,0.24181614E-067,0.15790960E-015,0.35627890E-004,0.29943938E-019,0.16020397E-015,0.20520751E+001,0.53893694E+003,0.11102290E-011,0.14266211E-024,0.17078078E+001,0.18796051E-019,0.97588444E-007,0.62208859E-003,0.25759895E-017,0.89219599E-029,0.23314399E-022,0.26985994E+003,0.80757830E-007,0.14500175E-077,0.12291923E-068,0.78998942E-047,0.61644734E-034,0.19502649E-151,0.71856580E-144
0.15055322E+004,0.20493075E+000,0.64646714E+011,0.96300000E+010,0.21144725E+006,0.52136093E+008,0.21436792E-004,0.45870327E-001,0.84584425E-008,0.82400110E+005,0.53490149E-004,0.58992388E+011,0.47936601E-007,0.77026436E-023,0.17008432E-001,0.12276648E-009,0.29697133E-028,0.95621979E-054,0.23440144E+007,0.54600595E+000,0.22230099E-007,0.85271413E-041,0.15942392E-008,0.36661769E-005,0.45039145E-113,0.89363531E-032,0.24134388E-067,0.13686789E-015,0.24675114E-004,0.43201269E-020,0.13896539E-015,0.19791281E+001,0.49473477E+003,0.66972878E-012,0.11412586E-024,0.15677488E+001,0.15655402E-019,0.89584662E-007,0.57106757E-003,0.20353177E-017,0.12339407E-028,0.26963108E-022,0.25591449E+003,0.78210285E-007,0.70853759E-078,0.87806786E-069,0.53169612E-047,0.56588816E-034,0.90366786E-152,0.65400020E-144
0.14117810E+004,0.20248989E+000,0.59435571E+011,0.88200000E+010,0.19106941E+006,0.36140629E+008,0.18197919E-004,0.41660629E-001,0.75751270E-008,0.63333098E+005,0.34207645E-004,0.54258498E+011,0.33600269E-007,0.57439684E-023,0.15572894E-001,0.11143415E-009,0.25375006E-028,0.66662023E-054,0.16287242E+007,0.53823130E+000,0.17436306E-007,0.57232596E-041,0.14445946E-008,0.33211494E-005,0.30837351E-113,0.58851617E-032,0.24211476E-067,0.11904377E-015,0.17286346E-004,0.57984777E-021,0.11908706E-015,0.19210367E+001,0.45297785E+003,0.42991361E-012,0.90299697E-025,0.14354338E+001,0.12992549E-019,0.82023580E-007,0.52286860E-003,0.16235224E-017,0.18334623E-028,0.31674090E-022,0.24024758E+003,0.75522707E-007,0.31236061E-078,0.59589056E-069,0.33672531E-047,0.51812586E-034,0.38075164E-152,0.59620434E-144
0.12273511E+004,0.18534080E+000,0.49934314E+011,0.73900000E+010,0.15854187E+006,0.20315244E+008,0.13980208E-004,0.34653679E-001,0.56831183E-008,0.45184250E+005,0.17341341E-004,0.45597652E+011,0.20342574E-007,0.40894592E-023,0.13044935E-001,0.92686344E-010,0.19777620E-028,0.36781117E-054,0.91745156E+006,0.47784945E+000,0.12822478E-007,0.29132542E-041,0.12011371E-008,0.27607589E-005,0.15801523E-113,0.29535962E-032,0.23953405E-067,0.94474182E-016,0.10569428E-004,0.68941936E-022,0.87061960E-016,0.18954414E+001,0.37944532E+003,0.26744703E-012,0.60092515E-025,0.12024227E+001,0.90924987E-020,0.68708633E-007,0.43799096E-003,0.12046760E-017,0.31687301E-028,0.36713526E-022,0.20515234E+003,0.62828396E-007,0.88963842E-079,0.29645328E-069,0.15844162E-047,0.43401787E-034,0.99429697E-153,0.49852935E-144
0.11519956E+004,0.18367987E+000,0.45866984E+011,0.67700000E+010,0.14443959E+006,0.92173757E+007,0.11957467E-004,0.31595600E-001,0.50864100E-008,0.36651777E+005,0.11653733E-004,0.41891250E+011,0.14959597E-007,0.33373024E-023,0.11959264E-001,0.84398859E-010,0.16860580E-028,0.25575992E-054,0.41710320E+006,0.47177095E+000,0.10888207E-007,0.13627172E-041,0.10958513E-008,0.25182152E-005,0.94057311E-114,0.13015390E-032,0.24217663E-067,0.83698633E-016,0.77822158E-005,0.79959883E-023,0.74481221E-016,0.18569322E+001,0.34786561E+003,0.19615732E-012,0.47466666E-025,0.11023524E+001,0.75829726E-020,0.62990323E-007,0.40153895E-003,0.98282523E-018,0.73249332E-028,0.43901388E-022,0.19056706E+003,0.60866342E-007,0.21302518E-079,0.13242480E-069,0.65893990E-048,0.39789639E-034,0.22572252E-153,0.45679102E-144
0.10707814E+004,0.18028051E+000,0.42144141E+011,0.62100000E+010,0.13220589E+006,0.10000000E+001,0.10512415E-004,0.28918698E-001,0.45301454E-008,0.31493183E+005,0.83981494E-005,0.38494407E+011,0.11779267E-007,0.28916808E-023,0.10978648E-001,0.77029676E-010,0.15072858E-028,0.19009912E-054,0.10000000E+001,0.46109558E+000,0.97808217E-008,0.40439541E-042,0.10037826E-008,0.23062358E-005,0.54591064E-114,0.20307211E-033,0.24569949E-067,0.75416310E-016,0.62010390E-005,0.86266112E-024,0.65713236E-016,0.18261113E+001,0.31934183E+003,0.16011271E-012,0.39361640E-025,0.10119645E+001,0.63520567E-020,0.57825346E-007,0.36861421E-003,0.81048473E-018,0.96119063E-023,0.15746314E-022,0.17608228E+003,0.59155464E-007,0.35984469E-080,0.94216379E-072,0.15365400E-050,0.36527028E-034,0.36443841E-154,0.41933581E-144
